city;federal_district;region_fo;id
Мамоново;Северо-Западный;Калининградская обл;2942ef2d-01b0-4137-8f46-5228e9eedd7f
Мантурово;Центральный;Костромская обл;b045e8f1-b705-4211-862a-101df62b4feb
Мариинск;Сибирский;Кемеровская область - Кузбасс обл;34a2e393-69d3-4258-8daf-a6290a14b06e
Мариинский Посад;Приволжский;Чувашская Республика Чувашия;a3514c10-c53a-4c6a-a945-c1a9b7bc6d31
Маркс;Приволжский;Саратовская обл;c1a0ca30-8b42-4cc8-a16d-2d3392937621
Махачкала;Северо-Кавказский;Дагестан Респ;727cdf1e-1b70-4e07-8995-9bf7ca9abefb
Мглин;Центральный;Брянская обл;a4162075-13cb-4f4a-9974-ef042c8be149
Мегион;Уральский;Ханты-Мансийский Автономный округ - Югра АО;d9c157ca-fd05-4efc-ae0c-16927612a0c8
Медвежьегорск;Северо-Западный;Карелия Респ;fec511c3-62fc-4093-95bd-89f05b26afa6
Медногорск;Приволжский;Оренбургская обл;86204c33-b552-4ebd-a93a-9dc8b274ee9c
Медынь;Центральный;Калужская обл;df03aec4-0859-4f40-9f51-90b2ed2f83ef
Межгорье;Приволжский;Башкортостан Респ;5fd3a551-8553-4571-bfc8-2bfb211686f5
Междуреченск;Сибирский;Кемеровская область - Кузбасс обл;c6a7e590-04b4-4a01-85fc-b61b63711bba
Мезень;Северо-Западный;Архангельская обл;8a49f67f-6c48-4160-bd1d-ebc188a69269
Меленки;Центральный;Владимирская обл;710f2d29-5c22-4d4d-be27-04713381c676
Мелеуз;Приволжский;Башкортостан Респ;c516337d-f590-439b-83ad-6f15a9325740
Менделеевск;Приволжский;Татарстан Респ;e23b4fcb-782b-4d5c-b962-94fd6018fef6
Мензелинск;Приволжский;Татарстан Респ;d1d11ebe-b022-44aa-a211-3472483a4974
Мещовск;Центральный;Калужская обл;9b4890ea-75d9-4464-96f1-077c8a9c7e34
Миасс;Уральский;Челябинская обл;f2976e80-32e1-4284-8eda-06cf19239cd1
Микунь;Северо-Западный;Коми Респ;2144ca72-ea8d-4ad6-90bc-e8443944087a
Миллерово;Южный;Ростовская обл;ac927a82-e1dc-4485-b0e0-59f019b8f295
Минеральные Воды;Северо-Кавказский;Ставропольский край;0be84f75-bbb5-4471-9d0c-dfa932f5df7d
Минусинск;Сибирский;Красноярский край;5cfaf0c0-8f59-4321-9a5b-4b1c51b3779f
Миньяр;Уральский;Челябинская обл;855ef067-23aa-425a-aa9b-cadbfb1f9fff
Мирный;Северо-Западный;Архангельская обл;977c7606-1b37-4424-84f7-b0c66c3e4b94
Мирный;Дальневосточный;Саха /Якутия/ Респ;62d403af-d460-4e79-a90b-8b6a351af3b1
Михайлов;Центральный;Рязанская обл;8afcc513-bb8b-45a9-ac0d-ce8cb43b4c60
Михайловка;Южный;Волгоградская обл;f02dbf6d-57ad-49bc-8011-603bf7126bb5
Михайловск;Уральский;Свердловская обл;177c10d7-f36f-449e-a94b-5f7f45a0dbc8
Михайловск;Северо-Кавказский;Ставропольский край;51007e5c-e430-4f18-912c-f88c7e73698d
Мичуринск;Центральный;Тамбовская обл;9bacca6d-4ed5-4fae-a76d-d281ce884d04
Могоча;Дальневосточный;Забайкальский край;29eb6b99-27ad-493c-9fd1-a83fe8acdf24
Можайск;Центральный;Московская обл;4f86a11c-4258-4859-a227-a79c9ef400ff
Можга;Приволжский;Удмуртская Респ;7096d8a5-2b41-47b1-95ae-35efcbc07dee
Моздок;Северо-Кавказский;Северная Осетия - Алания Респ;654ce513-3c99-414d-88b8-846097cc9ae3
Мончегорск;Северо-Западный;Мурманская обл;177e037d-a06d-4f8a-9333-fd534dd34c5d
Морозовск;Южный;Ростовская обл;933cca52-9ab1-490e-b674-ec3789233e28
Моршанск;Центральный;Тамбовская обл;88bf324d-7303-45c3-ba7f-695f2528490b
Мосальск;Центральный;Калужская обл;4ae6d306-349e-4fb8-9ce9-7c3735d3c4e6
Москва;Центральный;Москва город;ec44c0ee-bf24-41c8-9e1c-76136ab05cbf
Муравленко;Уральский;Ямало-Ненецкий АО;9d4ebe8d-29d8-4ddc-882d-75a5c5aec652
Мураши;Приволжский;Кировская обл;20b2bc28-9404-4c1d-9e50-783338c1ea3c
Мурино;Северо-Западный;Ленинградская обл;d73506c5-015c-4c39-929a-696ea8144e16
Мурманск;Северо-Западный;Мурманская обл;b7127184-ead6-422b-b7cf-4fc7725b47a5
Муром;Центральный;Владимирская обл;0d7d5d87-f0a6-428f-b655-d3be106c64a2
Мценск;Центральный;Орловская обл;76f2780b-0f1c-4818-98a4-13da5c8a2c80
Мыски;Сибирский;Кемеровская область - Кузбасс обл;070a8e7b-038f-48c8-9eed-16a6c03ab899
Мытищи;Центральный;Московская обл;5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f
Мышкин;Центральный;Ярославская обл;e5b1d3f2-b34d-48f7-8b23-1109114de8aa
Набережные Челны;Приволжский;Татарстан Респ;748d7afa-7407-4876-9f40-764ecdd09bbd
Навашино;Приволжский;Нижегородская обл;87f58ce7-8bad-4b33-9654-907bbd18d36a
Наволоки;Центральный;Ивановская обл;36d31ef0-a525-4be4-a6e9-28ced781dfae
Надым;Уральский;Ямало-Ненецкий АО;24a3f6a2-5994-4ede-90d4-dc7fe64418b8
Назарово;Сибирский;Красноярский край;ab0a1754-5ba1-48bb-8960-475c7fbc9feb
Назрань;Северо-Кавказский;Ингушетия Респ;815566a1-04ea-44a9-b34b-25b70ac9aa9a
Называевск;Сибирский;Омская обл;db2e2372-fed9-426b-a861-e64e2201f225
Нальчик;Северо-Кавказский;Кабардино-Балкарская Респ;913a82e3-b671-43d5-97b4-8a08b8ee2d28
Нариманов;Южный;Астраханская обл;46ce55dd-e3e2-4c31-ab3c-273423c2f782
Наро-Фоминск;Центральный;Московская обл;08c78435-6ed8-4d7f-a7ed-3f73e2fa6359
Нарткала;Северо-Кавказский;Кабардино-Балкарская Респ;cb0f531d-4831-41c0-a859-3ad1f2e0f70b
Нарьян-Мар;Северо-Западный;Ненецкий АО;b0122c31-eb1c-40ae-b998-08f9e99a0fa1
Находка;Дальневосточный;Приморский край;225a3506-35aa-4456-8bd7-244bdfbc4eaf
Невель;Северо-Западный;Псковская обл;6570fdb6-7602-477e-a783-f186456dabfe
Невельск;Дальневосточный;Сахалинская обл;2bdeaf4a-cbcc-497f-b558-3efc68434d76
Невинномысск;Северо-Кавказский;Ставропольский край;ff894fb7-acb4-4edf-bb48-c5349d89579b
Невьянск;Уральский;Свердловская обл;aedb1d40-4877-49c6-8bcb-e2ec6b6cb410
Нелидово;Центральный;Тверская обл;a38751f3-98fe-4d8d-b9bc-2a4705b887ec
Неман;Северо-Западный;Калининградская обл;180fcdbd-95b4-41f5-90f5-cbe9b9c83da7
Нерехта;Центральный;Костромская обл;d8fcde72-38b9-4032-9670-fa496983e62f
Нерчинск;Дальневосточный;Забайкальский край;ba325548-ac92-4a21-904b-bb535e5fe249
Нерюнгри;Дальневосточный;Саха /Якутия/ Респ;6ece5c38-f802-4f32-ad33-0409538c3562
Нестеров;Северо-Западный;Калининградская обл;4fb71afc-f221-454e-9edf-d6fd9ee07418
Нефтегорск;Приволжский;Самарская обл;43406101-21a4-4a07-ac5a-0a686f9e8d1c
Нефтекамск;Приволжский;Башкортостан Респ;2c9997d2-ce94-431a-96c9-722d2238d5c8
Нефтекумск;Северо-Кавказский;Ставропольский край;47a5b97a-5cc1-4fa4-893f-0041590dd823
Нефтеюганск;Уральский;Ханты-Мансийский Автономный округ - Югра АО;45906532-143b-48c2-9af3-f480dc19c7bf
Нижневартовск;Уральский;Ханты-Мансийский Автономный округ - Югра АО;0bf0f4ed-13f8-446e-82f6-325498808076
Нижнекамск;Приволжский;Татарстан Респ;6b849aa8-0782-4c26-b7ac-a0f413f306c0
Нижнеудинск;Сибирский;Иркутская обл;5d596a21-da89-4820-91ef-6ce3940a0c9f
Нижние Серги;Уральский;Свердловская обл;9f066e0f-7799-4eb9-a301-ef12719d7c03
Нижний Ломов;Приволжский;Пензенская обл;f852d3a4-5d39-4a1b-be4a-f20ca9c4e60c
Нижний Новгород;Приволжский;Нижегородская обл;555e7d61-d9a7-4ba6-9770-6caa8198c483
Нижний Тагил;Уральский;Свердловская обл;cc73d6af-6e2e-4a1f-be8e-682c289b0b57
Нижняя Салда;Уральский;Свердловская обл;b4326e03-bab5-4188-a8c1-97d69858c514
Нижняя Тура;Уральский;Свердловская обл;5591594f-f2a4-49b0-a3bc-22307f192c4e
Николаевск;Южный;Волгоградская обл;8680a7a3-5c93-4c0d-ae64-d828306b2310
Николаевск-на-Амуре;Дальневосточный;Хабаровский край;7a58fb7c-6d03-46e4-b5fc-3f5b587c09be
Никольск;Северо-Западный;Вологодская обл;9b602724-8b73-4979-ae01-3ba8a22c93f2
Никольск;Приволжский;Пензенская обл;6e26041a-db1c-4f41-93f1-f056ab0b70ef
Никольское;Северо-Западный;Ленинградская обл;43cb88de-fa89-4027-b3ef-84deb2d32ce5
Новая Ладога;Северо-Западный;Ленинградская обл;2145f2cb-3ec2-4c1d-bd52-f84b2858c6a9
Новая Ляля;Уральский;Свердловская обл;afff2611-ca9b-4e0e-9690-f5d13b7a7535
Новоалександровск;Северо-Кавказский;Ставропольский край;a0194045-d9a6-4593-9502-133cae983a3f
Новоалтайск;Сибирский;Алтайский край;aa288d9f-4b2a-42a6-97f0-3502dddfa383
Новоаннинский;Южный;Волгоградская обл;254f7c3a-fc21-4405-8779-eee0a7a5c63f
Нововоронеж;Центральный;Воронежская обл;c7cdacb9-6a1e-4402-8bc6-6ec36a42d05c
Новодвинск;Северо-Западный;Архангельская обл;3b0ef6c2-9bcd-44a5-afec-2723bd8190bc
Новозыбков;Центральный;Брянская обл;cf4dd9d7-d152-4140-bed2-59d8be5a4e2c
Новокубанск;Южный;Краснодарский край;38dd5f45-0a56-4554-93d8-3edfcdf000dd
Новокузнецк;Сибирский;Кемеровская область - Кузбасс обл;b28b6f6f-1435-444e-95a6-68c499b0d27a
Новокуйбышевск;Приволжский;Самарская обл;cda74a83-ae08-4ba2-b01c-c6fc373222cb
Новомичуринск;Центральный;Рязанская обл;dc0c31cd-e03e-4fc3-a714-1c9f4b61cc7e
Новомосковск;Центральный;Тульская обл;0b6e326e-74ca-4e24-93d4-2c385c292bb5
Новопавловск;Северо-Кавказский;Ставропольский край;d72c4e6c-59e6-4c02-9372-61f980f79cbd
Новоржев;Северо-Западный;Псковская обл;236c48ca-48c9-471f-8891-0b73ea89bc2b
Новороссийск;Южный;Краснодарский край;16ac039a-5257-4715-a8c5-d6bd9e617b53
Новосибирск;Сибирский;Новосибирская обл;8dea00e3-9aab-4d8e-887c-ef2aaa546456
Новосиль;Центральный;Орловская обл;5f17239d-7e83-4e7d-afcd-b94e451465c9
Новосокольники;Северо-Западный;Псковская обл;af8fb4a0-5d4e-4e0e-94fc-20021da2f67a
Новотроицк;Приволжский;Оренбургская обл;5cb431ac-6645-47b2-9716-5fccc9ec1d7f
Новоузенск;Приволжский;Саратовская обл;2d06120f-ba70-4866-b46e-ec2bad9c4f42
Новоульяновск;Приволжский;Ульяновская обл;c21a50ef-de67-477c-887b-a1202730ee8e
Новоуральск;Уральский;Свердловская обл;22fbcef5-5cab-4ef2-9cb5-fddd1479bc8e
Новохоперск;Центральный;Воронежская обл;43fe280f-6fa3-4a06-8daf-94586e2bea44
Новочебоксарск;Приволжский;Чувашская Республика Чувашия;32599307-3fe7-4cf4-8fee-640044422d68
Новочеркасск;Южный;Ростовская обл;28bafcb3-92b2-445b-9443-a341be73fdb9
Новошахтинск;Южный;Ростовская обл;bce1a4f2-7576-4427-8bd8-8d8b4e35ad11
Новый Оскол;Центральный;Белгородская обл;f565b329-4041-4fd2-aa0a-debd5f7c3857
Новый Уренгой;Уральский;Ямало-Ненецкий АО;4136d0c1-3ff7-44c0-aa30-fa2e7eb96ef7
Ногинск;Центральный;Московская обл;40ae04e3-9a69-44ea-8bd7-6c6f08e1a4ca
Нолинск;Приволжский;Кировская обл;03e15a08-649a-44f9-93fb-0be35ce2fb5f
Норильск;Сибирский;Красноярский край;d301a980-4a45-4066-9a20-4e783856a562
Ноябрьск;Уральский;Ямало-Ненецкий АО;131c6e49-9bc5-484d-b65a-ee7f5d250418
Нурлат;Приволжский;Татарстан Респ;1f708d3c-4d86-4ab7-afdf-5741fe661744
Нытва;Приволжский;Пермский край;a49957ba-7860-484f-bf7a-abbbe1d76bab
Нюрба;Дальневосточный;Саха /Якутия/ Респ;5749064c-e95a-4a2c-a274-9aba7b066003
Нягань;Уральский;Ханты-Мансийский Автономный округ - Югра АО;06157075-a993-404d-b940-0a103131dc66
Нязепетровск;Уральский;Челябинская обл;e42b53fb-fed8-4ee7-94f3-6190e179d249
Няндома;Северо-Западный;Архангельская обл;491b0861-0da5-4781-9c2c-521df0ea7af6
Облучье;Дальневосточный;Еврейская Аобл;b60c1e9f-9355-47ef-b5a3-82906d074bd4
Обнинск;Центральный;Калужская обл;05a647ff-b859-4c93-8c8e-3590110a0085
Обоянь;Центральный;Курская обл;60d797fd-62b0-4705-9f5b-aa0a67c5c749
Обь;Сибирский;Новосибирская обл;8571e389-8c43-4c36-afae-b532d078c928
Одинцово;Центральный;Московская обл;6ae8ad9e-aa6c-4849-92d8-8e637059c9b0
Озерск;Северо-Западный;Калининградская обл;19620317-39e8-4a09-af7e-67b136ef61fe
Озерск;Уральский;Челябинская обл;8192c863-edbf-4825-8523-0612ae80e5a7
Озёры;Центральный;Московская обл;e778b800-b432-4150-82fd-d415911fb700
Октябрьск;Приволжский;Самарская обл;b9a43610-5c01-4ba8-8de7-95facc7e460d
Октябрьский;Приволжский;Башкортостан Респ;abd1bc35-ec51-437a-abee-76a4f620f662
Окуловка;Северо-Западный;Новгородская обл;b9e66b8f-b027-4e77-8466-55ba3be0b42b
Олекминск;Дальневосточный;Саха /Якутия/ Респ;c3aba7f3-caf7-443f-a906-8d79e6ec37f6
Оленегорск;Северо-Западный;Мурманская обл;c5fe1817-5163-4e3b-b06a-36d322c6bf57
Олонец;Северо-Западный;Карелия Респ;38568ddc-20b7-409f-aa76-024b3b02c637
Омск;Сибирский;Омская обл;140e31da-27bf-4519-9ea0-6185d681d44e
Омутнинск;Приволжский;Кировская обл;9039bbb5-93a8-4172-b97c-af2b9abbb614
Онега;Северо-Западный;Архангельская обл;53e6ddd5-a1fb-4444-89a4-3952ef6f114b
Опочка;Северо-Западный;Псковская обл;59c2f176-3b63-4086-bc6c-efa246c64a1e
Орёл;Центральный;Орловская обл;2abed4d9-5565-4885-bc96-f4ffccc6cba4
Оренбург;Приволжский;Оренбургская обл;dce97bff-deb2-4fd9-9aec-4f4327bbf89b
Орехово-Зуево;Центральный;Московская обл;0f2f2d09-8e7a-4356-bd4d-0b055d802e7b
Орлов;Приволжский;Кировская обл;0302ec51-eea9-4343-9248-ce4878ca465e
Орск;Приволжский;Оренбургская обл;71e7cb45-f365-4e6b-b068-a7d35349c3ba
Оса;Приволжский;Пермский край;18e7b084-c83f-40bf-9378-d26628528a19
Осинники;Сибирский;Кемеровская область - Кузбасс обл;1efff7c4-448a-48c5-b476-c803b4d36842
Осташков;Центральный;Тверская обл;bfe4c46e-0487-48ba-aea3-be0d909fca67
Остров;Северо-Западный;Псковская обл;67d379ab-16ac-40d0-95c0-f5f1cbeb578d
Островной;Северо-Западный;Мурманская обл;0a358e8a-d3c4-45e5-b9fc-126092afd6f5
Острогожск;Центральный;Воронежская обл;8434550d-dd9b-4bc7-8e5b-d43a991753e2
Отрадное;Северо-Западный;Ленинградская обл;c4602384-ff62-4e0f-bf4b-06a5c653702b
Отрадный;Приволжский;Самарская обл;05edd5aa-ab64-4afa-b56c-fd5661a14129
Оха;Дальневосточный;Сахалинская обл;273e561f-aa3b-4057-9225-862563c93287
Оханск;Приволжский;Пермский край;48159476-c6db-4258-a0bc-f8ee52e7aef6
Очер;Приволжский;Пермский край;6a9b1a8a-5da1-470c-a03a-ecbb3cee0ee9
Павлово;Приволжский;Нижегородская обл;169a49f5-e0ed-44ae-83f8-653e44685e15
Павловск;Центральный;Воронежская обл;f4a89d85-b770-4d58-b205-31165a9958b8
Павловский Посад;Центральный;Московская обл;bb464d94-30bf-4cf8-a320-905733fa67e2
Палласовка;Южный;Волгоградская обл;e6891ad3-e99a-48fa-93e5-805da20e849c
Партизанск;Дальневосточный;Приморский край;b62edf86-4257-4e80-ade6-857529bd1b1e
Певек;Дальневосточный;Чукотский АО;e8a6aabb-9ea3-4862-9bf7-4b35460e98a4
Пенза;Приволжский;Пензенская обл;ff3292b1-a1d2-47d4-b35b-ac06b50555cc
Первомайск;Приволжский;Нижегородская обл;a72a0367-92a4-4ec3-9aa2-2397039a3d70
Первоуральск;Уральский;Свердловская обл;45bad628-61b7-4445-b62a-fa4c7bc71ccd
Перевоз;Приволжский;Нижегородская обл;e3ff7ef2-92b6-4ab7-b2ff-4d58cab73dbc
Пересвет;Центральный;Московская обл;ea80b93f-7a37-455e-a42c-33f13ab8bc06
Переславль-Залесский;Центральный;Ярославская обл;f147ed70-422e-40d0-9088-810f7b57ed59
Пермь;Приволжский;Пермский край;a309e4ce-2f36-4106-b1ca-53e0f48a6d95
Пестово;Северо-Западный;Новгородская обл;4ad123c8-0130-4432-9d6c-e64946f2d647
Петров Вал;Южный;Волгоградская обл;02324444-36d6-4af8-a9af-15b77576adea
Петровск;Приволжский;Саратовская обл;b5d97e65-e496-44d0-b025-398a8d43514a
Петровск-Забайкальский;Дальневосточный;Забайкальский край;b26bb2c1-f79b-4c97-9d2d-e73790cfe622
Петрозаводск;Северо-Западный;Карелия Респ;ccc34487-8fd4-4e71-b032-f4e6c82fb354
Петропавловск-Камчатский;Дальневосточный;Камчатский край;0b3f0723-5fe0-4c23-af44-8082166c6d2e
Петухово;Уральский;Курганская обл;a476869f-895d-4764-8c88-c406a092f124
Петушки;Центральный;Владимирская обл;b7ba6bfc-4b0c-4b05-88bd-267d50b36850
Печора;Северо-Западный;Коми Респ;e0ba898b-b813-4293-b817-510d586afd6e
Печоры;Северо-Западный;Псковская обл;8cb44bcc-4e46-409a-972a-b99a59fcc7e9
Пикалево;Северо-Западный;Ленинградская обл;0a243487-acce-4775-979a-5a08e8c62da6
Пионерский;Северо-Западный;Калининградская обл;9fee1c1b-9d14-42ea-8ff9-2e903501d43d
Питкяранта;Северо-Западный;Карелия Респ;284264da-5fb5-4301-b36a-1127d751329d
Плавск;Центральный;Тульская обл;3381114c-df5f-4966-8e74-b2e63d1e71bb
Пласт;Уральский;Челябинская обл;4828bba2-6758-4e7b-a7ef-ff07f83e9563
Плес;Центральный;Ивановская обл;8bb29a7a-de9c-4c21-ad15-3af39f0a41fa
Поворино;Центральный;Воронежская обл;9cb55edf-0fb2-46af-8f00-02b15c2f1644
Подольск;Центральный;Московская обл;b22cf685-e391-42c8-aab5-a9aadb9193d4
Подпорожье;Северо-Западный;Ленинградская обл;6d13b512-6d25-413a-ab29-3d9ade960f3a
Покачи;Уральский;Ханты-Мансийский Автономный округ - Югра АО;8bac4b94-1d16-42b5-b5c6-211aa52f3216
Покров;Центральный;Владимирская обл;f1c2252b-c3da-43f4-86ea-5f05812e99d5
Покровск;Дальневосточный;Саха /Якутия/ Респ;fbe75414-a226-41f0-916b-de889d2c84c8
Полевской;Уральский;Свердловская обл;2a3b4b10-7035-4af5-9bbd-409c42b51eb7
Полесск;Северо-Западный;Калининградская обл;27fd5628-fbd7-4641-abed-b213af6029b8
Полысаево;Сибирский;Кемеровская область - Кузбасс обл;34ac1b24-f541-4279-abfb-466f80ed1f7b
Полярные Зори;Северо-Западный;Мурманская обл;d70b2917-8cea-4555-a9fe-6d2c72d8d9cc
Полярный;Северо-Западный;Мурманская обл;a4ae6202-6ec6-4bc6-abc5-4ecd6ca96d53
Поронайск;Дальневосточный;Сахалинская обл;10e40296-e5b1-4688-83d5-838eac25ae72
Порхов;Северо-Западный;Псковская обл;c02d55c3-2086-400f-81b7-f1f540f31a87
Похвистнево;Приволжский;Самарская обл;ddb9cec8-ee07-4788-b80d-39535aea78f9
Почеп;Центральный;Брянская обл;434c6101-648e-4266-8aca-bbbc80856d7a
Починок;Центральный;Смоленская обл;323e5d97-d4d9-49b3-91ad-335b165a052a
Пошехонье;Центральный;Ярославская обл;d1bfddc3-1c78-40af-aeb0-c724ed7a9b4f
Правдинск;Северо-Западный;Калининградская обл;2b3f4c49-0e5b-44c8-bf56-a335eb551c23
Приволжск;Центральный;Ивановская обл;43706edd-5cf4-4400-8e60-03ea3660c25f
Приморск;Северо-Западный;Калининградская обл;5f19f5f2-55b1-4796-9610-8a73eeefcaf1
Приморск;Северо-Западный;Ленинградская обл;878aa7cc-76f0-42c8-90f5-3489f43c169c
Приморско-Ахтарск;Южный;Краснодарский край;d9efcf77-c371-434d-a41e-f20e3b4c83c0
Приозерск;Северо-Западный;Ленинградская обл;59a9c284-72fb-49e6-8380-10ca044d0bd7
Прокопьевск;Сибирский;Кемеровская область - Кузбасс обл;2d8b9d01-1c4f-4987-8a0b-1eb5080c1f38
Пролетарск;Южный;Ростовская обл;efa48912-9bcc-42ac-959d-289e9a75b046
Протвино;Центральный;Московская обл;9990bc45-c7c1-407e-bdd2-5526e4f742d2
Прохладный;Северо-Кавказский;Кабардино-Балкарская Респ;22973a33-7a1c-449d-9535-def88bd91ed3
Псков;Северо-Западный;Псковская обл;2858811e-448a-482e-9863-e03bf06bb5d4
Пугачев;Приволжский;Саратовская обл;c1d4d969-0083-4b04-9f4b-e9eaeaefbd6f
Пудож;Северо-Западный;Карелия Респ;ed96ee68-5ea9-4ebd-950a-2bbbd545b78e
Пустошка;Северо-Западный;Псковская обл;28a7a368-16ab-4ffc-9b3e-4a4c3e16bf74
Пучеж;Центральный;Ивановская обл;a85feb12-89e9-441d-956a-8510493cdc8d
Пушкино;Центральный;Московская обл;7f22cfa4-34fa-4fa0-bcb0-620cd8402cfa
Пущино;Центральный;Московская обл;49579edb-77cd-4967-9ef2-5530c4076067
Пыталово;Северо-Западный;Псковская обл;8cfcdc08-f726-4aff-abfa-b20199b32172
Пыть-Ях;Уральский;Ханты-Мансийский Автономный округ - Югра АО;130857a0-7059-4f18-9a13-c17ef6c4f9ca
Пятигорск;Северо-Кавказский;Ставропольский край;9b0efbd0-22bb-400d-86db-ddc69b9939d9
Радужный;Центральный;Владимирская обл;c0ac6992-e48e-4648-b176-f56e7bcda57b
Радужный;Уральский;Ханты-Мансийский Автономный округ - Югра АО;394a840f-9502-406f-a8be-3a2aa9e8f075
Райчихинск;Дальневосточный;Амурская обл;981b5f3a-f0b6-444f-a6fb-c2bc10804b31
Раменское;Центральный;Московская обл;a54506e0-5641-4d8c-b543-7bcce2c9887f
Рассказово;Центральный;Тамбовская обл;f3d1ea5a-4478-4589-bec0-47c558577739
Ревда;Уральский;Свердловская обл;b1a4b393-ac99-4447-a11d-c3b454fa3d8e
Реж;Уральский;Свердловская обл;e40dd081-584b-435c-b8ed-d44ab7854729
Реутов;Центральный;Московская обл;e0504cf6-4d81-401c-b18b-434457aaaa21
Ржев;Центральный;Тверская обл;2553804d-14b9-4f5b-8bd0-25c0fc7315ae
Родники;Центральный;Ивановская обл;90328f6e-d961-48ba-ab03-366d93df3c07
Рославль;Центральный;Смоленская обл;2cbbc92b-0657-4d26-addb-0b2ebaf0c397
Россошь;Центральный;Воронежская обл;1ed74fcf-2dd0-460a-99b9-029ca382517d
Ростов;Центральный;Ярославская обл;ab242d02-4d6c-4a1a-a9ce-ed9db691fc31
Ростов-на-Дону;Южный;Ростовская обл;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5
Рошаль;Центральный;Московская обл;377ca4f0-3268-42b4-bf68-af98c3682503
Ртищево;Приволжский;Саратовская обл;d08bbea8-4fa3-4597-87ae-0bd79b4a89d2
Рубцовск;Сибирский;Алтайский край;65db5c88-c65c-43f0-9c21-13e15a032d4a
Рудня;Центральный;Смоленская обл;d0f2d596-2e23-4072-b6c2-7adbb6c77d4b
Руза;Центральный;Московская обл;9e6c2327-d7ee-49b1-b36c-0bfc0eb5f145
Рузаевка;Приволжский;Мордовия Респ;a35889dd-6958-4d3e-8a65-3f628b9179ed
Рыбинск;Центральный;Ярославская обл;292c0a6a-47ce-435d-8a75-f80e9ce67fba
Рыбное;Центральный;Рязанская обл;91d71d8c-2f1a-43c8-bc84-d78dc4245a1b
Рыльск;Центральный;Курская обл;fa2b3c62-6e92-4155-a981-d19ea4999342
Ряжск;Центральный;Рязанская обл;5fdbcd60-a39f-4e15-94ea-ea2c7faba0ce
Рязань;Центральный;Рязанская обл;86e5bae4-ef58-4031-b34f-5e9ff914cd55
Саки;Южный;Крым Респ;afb681bd-4264-40ce-a676-cab8b33c7ca0
Салават;Приволжский;Башкортостан Респ;fc14353f-5a1d-4f22-94ea-b900bad9a9f1
Салаир;Сибирский;Кемеровская область - Кузбасс обл;e7459805-4536-4037-9113-4b9b53893807
Салехард;Уральский;Ямало-Ненецкий АО;0c1b7f05-9fd9-4ec9-a2cc-5ee2799be1e6
Сальск;Южный;Ростовская обл;971ba684-f38b-4229-ba72-0d6fe8e179c4
Самара;Приволжский;Самарская обл;bb035cc3-1dc2-4627-9d25-a1bf2d4b936b
Санкт-Петербург;Северо-Западный;Санкт-Петербург город;c2deb16a-0330-4f05-821f-1d09c93331e6
Саранск;Приволжский;Мордовия Респ;1ccfdc3c-be0f-4e42-ab4d-98f90de972d9
Сарапул;Приволжский;Удмуртская Респ;e69a280f-9064-490e-bae0-8bd39527872f
Саратов;Приволжский;Саратовская обл;bf465fda-7834-47d5-986b-ccdb584a85a6
Саров;Приволжский;Нижегородская обл;be0210d1-1b58-49c1-8304-eb5ff5618fad
Сасово;Центральный;Рязанская обл;23c99789-de53-408e-b38d-09c5539cce2f
Сатка;Уральский;Челябинская обл;8bcc16d4-ead7-4938-944c-862c7e6c67aa
Сафоново;Центральный;Смоленская обл;91fa6249-0711-454a-bf0d-341629234858
Саяногорск;Сибирский;Хакасия Респ;f89db729-bbfa-4d64-b8d5-ecafbec0733d
Саянск;Сибирский;Иркутская обл;c21b5e04-ce0f-4f98-b0ac-0ceabc531212
